Anime ID,Romaji Title,English Title,Description,Episodes,Start Date,End Date,Duration,Popularity,Source,Season,Year,Favorites,Average Score,isAdult,Genres
5202,Chirorin Mura Monogatari,Chirorin Village Story,"Nutsberry Town is a beautiful small country town, surrounded by shimmering lakes, lush forests and green fields. It's a place where old-fashioned values still abound. It is here that our heroes, Snappy the Onion, Wendy the Walnut and Pee Wee the Peanut, a madcap trio known as the ""Kooky Kids"" play their mischievous games.<br><br>
Never mean-spirited or malicious, the Kooky Kids still manage to get into trouble in their non-stop quest for fun and adventure. And because Nutsberry Town is far from the hustle and bustle of video arcades, shopping malls or theme parks, the children find their fun amidst their beautiful surroundings and in their imagination.<br><br>
(Source: enokifilmsusa.com)",170,"{'year': 1992, 'month': 4, 'day': 6}","{'year': 1993, 'month': 3, 'day': 19}",10,82,,SPRING,1992,1,,False,Adventure
5203,Shin Maple Town Monogatari: Palm Town-hen,Palm Town,"The story take place in new town called "" Palm Town "" which it is the new town that patty and her Aunt Jane move on to live there because Jane's husband George run a medical center there, however patty face some troubles cause she didn't get used to this new town and miss her hometown and also her friends but she mets up with Alice and then she get along with her and soon they become best friends so everyday they hang out together experience new things and enjoying there time and met a different people in order to make a lots of friends and unforgettable memories full of fun.",44,"{'year': 1987, 'month': 1, 'day': 18}","{'year': 1987, 'month': 12, 'day': 27}",20,431,ORIGINAL,WINTER,1987,4,56,False,"Fantasy, Slice of Life"
5204,Kara no Kyoukai: Boukyaku Rokuon,the Garden of sinners Chapter 6: Fairy Tale. (Oblivion Recording),"January, 1999: Apprentice mage Azaka Kokutou, Mikiya's younger sister, has been ordered by her mentor, Touko Aozaki, to investigate a certain incident in which fairies steal the memories of students at Azaka's school, Reien Academy. Azaka launches an investigation with the help of Shiki.
<br><br>
(Source: Aniplex USA)",1,"{'year': 2008, 'month': 12, 'day': 20}","{'year': 2008, 'month': 12, 'day': 20}",59,40373,OTHER,WINTER,2009,272,70,False,"Action, Mystery, Romance, Supernatural, Thriller"
5205,Kara no Kyoukai: Satsujin Kousatsu (Kou),the Garden of sinners Chapter 7: ……not nothing heart. (Murder Speculation Part B),"In February 1999, a string of murders has Shiki Ryougi and Mikiya Kokutou on edge. These crimes share a disturbing resemblance to a similar set of homicides from 1995, when Shiki and Mikiya first met, and awaken a dark, murderous desire that has laid dormant within Shiki's soul ever since then.<br><br>

With Shiki under suspicion due to her involvement in the past killings and supposed resemblance to the killer, she and Mikiya set out to find the true perpetrator. In the midst of their separate investigations, Mikiya grows increasingly concerned with Shiki's well-being and hurries to find the one responsible in order to protect Shiki from her own impulses. With the lead he receives from his cousin, police investigator Daisuke Akimi, Mikiya is led into the underbelly of Mifune City, as the salvation of Shiki's soul lies in his determination to prove her innocence once and for all.",1,"{'year': 2009, 'month': 8, 'day': 8}","{'year': 2009, 'month': 8, 'day': 8}",121,40841,OTHER,SUMMER,2009,1184,81,False,"Action, Mystery, Romance, Supernatural, Thriller"
5207,Hokuro Kyodai Full Throttle,,"""Hokuro Kyodai Full Throttle!!!"", the high quality 3D animation for the character Hokuro Kyodai that appeared in the movie ""Nice no Mori (Funky Forest)."" Directed by Katsuhito Ishii.<br><br>
(Source: AniDB)",7,"{'year': 2007, 'month': 5, 'day': 25}","{'year': 2007, 'month': 5, 'day': 25}",5,125,,SPRING,2007,0,37,False,Comedy
5208,Hatsukoi,,"Based on a game by Rune.<br>
<br>
Hatsushima Minoru was a high school student, who goes to Seiou Kan Gakuen High school which located on the hill in a historical town. He spent a carefree campus lives with his friends. One day in spring, his boy and girl friends announced that they began to go out with each other. Until then, Minoru hadn't wanted to have a lover very much. But he found he yearned for their relations. After a while, when his little sister took him to the tennis mach, he met Sakurai Momoko who was his senior student.<br>
<br>
(Source: AnimeNFO)",2,"{'year': 2004, 'month': 2, 'day': 25}","{'year': 2004, 'month': 4, 'day': 25}",31,477,VISUAL_NOVEL,WINTER,2004,2,48,True,Hentai
5209,Man'in Densha,,"Based on the erotic game by Bishop.<br>
<br>
While riding the train, some girls get into trouble.",3,"{'year': 2005, 'month': 5, 'day': 27}","{'year': 2009, 'month': 4, 'day': 24}",30,889,VISUAL_NOVEL,SPRING,2005,5,55,True,Hentai
5210,Houkago 2: Hajirau Hana wa Murete Amaku,,"Based on the erotic game by Bishop.<br>
<br>
Ryuichi's first sex doesn't go well and he can't get an erection since then. He starts to work at a girl's high school as a janitor but his work attitudes are terrible, so his dismissal is decided. When he is depressed to hear that, he meets Midori. And he gets an erection while talking to her. He can't stand it and rapes her. He has only one month to go so he decides to spend his time at school on raping as many girls as possible....",1,"{'year': 2007, 'month': 8, 'day': 31}","{'year': 2007, 'month': 8, 'day': 31}",30,571,VISUAL_NOVEL,SUMMER,2007,1,48,True,Hentai
5211,Hime Dorei,,"Based on the erotic game by Bishop.<br>
<br>
There is the Luvence Kingdom in the northern part of continent, which takes full control of the region. The king has beautiful twin sisters, Tita and Liese. And he decides to give Tita the heir to the throne. Liese gets so mad to hear that, and starts to hate Tita. One day, a man, Waldo, comes to the kingdom. He is a magician, and his country was destroyed by the Luvence army. His purpose is to take revenge on them. Waldo and Liese meet by chance. A man who plans to take revenge on the kingdom and a girl who hates Tita.... Their revenge just begins....<br><br>
(Source: Saishuu.com)<br>",2,"{'year': 2008, 'month': 6, 'day': 25}","{'year': 2008, 'month': 10, 'day': 25}",30,689,VISUAL_NOVEL,SUMMER,2008,3,52,True,Hentai
5212,Saimin Gakuen,HypnoLove,"(OVA 1: A Boy's Toy)<br>
Shinta Murakoshi just scored the best toy a guy could ever ask for: a hypnotic gun. Armed with the power to make anyone do anything at any time, he sets off to fulfill his fantasies and turn every woman he meets into his secret personal love slave!<br><br>
(OVA 2: Love Trance)<br>
Shinta continues to add to his hypnotic harem, but when his latest target, the sexy Midori, comes on to him, he's not sure what to do. Does she actually have the hots for him or is it some sort of trick?",2,"{'year': 2008, 'month': 8, 'day': 8}","{'year': 2008, 'month': 11, 'day': 14}",30,1088,VISUAL_NOVEL,SUMMER,2008,9,54,True,Hentai
5213,Houkago 2: Sayuri,,"Based on the erotic game by Bishop.<br>
<br>
Ryuichi's first sex doesn't go well and he can't get an erection since then. He starts to work at a girl's high school as a janitor but his work attitudes are terrible, so his dismissal is decided. When he is depressed to hear that, he meets Midori. And he gets an erection while talking to her. He can't stand it and rapes her. He has only one month to go so he decides to spend his time at school raping as many girls as possible....",1,"{'year': 2008, 'month': 7, 'day': 25}","{'year': 2008, 'month': 7, 'day': 25}",30,602,VISUAL_NOVEL,SUMMER,2008,4,51,True,Hentai
5214,Gakuen Shimai,,"Arisa and Mika Nanase are sisters and the school super-idols. They are the hottest and cutest girls in the school. Sousuke is a normal student who like the rest of the boys, can only look at the super-idol sisters from afar. Sousuke likes Arisa but can never hope to even speak with her. One day Mika tells him she want to speak with him after school. Later, he meets with Mika and Arisa and they reveal that they have now become siblings! The truth is that Sousuke's father, an adventurer, and the Nanase sister's mother, an archeologist, met at an excavating ruin in South America, fell in love, and married. <br><br>
Mika, Arisa, and Sousuke are now siblings and will live under the same roof from now on. Sousuke now has to be careful to not get caught masturbating by Mika or Arisa ...or maybe they might just give him a helping hand... How about taking a bath with Mika? ...Siblings do bathe together after all...",2,"{'year': 2008, 'month': 8, 'day': 1}","{'year': 2008, 'month': 11, 'day': 28}",30,790,ORIGINAL,SUMMER,2008,6,59,True,Hentai
5216,D.C.if: Da Capo if,,"This two episode OVA retelling of the first Da Capo series with the ""what if"" Asakura Jun'ichi were to return Shirakawa Kotori's feelings.",2,"{'year': 2008, 'month': 12, 'day': 25}","{'year': 2009, 'month': 3, 'day': 25}",26,2517,VISUAL_NOVEL,WINTER,2008,13,66,False,"Drama, Romance"
5217,Goal Field Hunter,Goal Field Hunter,The story is about Hikaru Tatsumura who came from Brazil to fulfill his dream to be a great soccer player because he met a great player once who was admired by all people. However Tatsumura is a very cheerful person and easy going except when it is about soccer. He becomes serious and strong. He also gives a unique performance such as doing a funny dance with his buddy after he makes a goal. Tatsumura will face a lot of challenges with his team while aiming for success.,39,"{'year': 1994, 'month': 4, 'day': 4}","{'year': 1994, 'month': 12, 'day': 26}",30,382,MANGA,SPRING,1994,1,56,False,Sports
5220,Shangri-La,Shangri-la,"In the distant future, earthquakes and the effects of global warming have splintered Japanese society. Some struggle hand-to-mouth in the jungle-tangled ruins of civilization. Some live comfortably within the closed-off city of Atlas. Others lurk online, anonymously hacking the global economy. As nature grows more violent and the divide between classes expands, one spirited girl &ndash; Kuniko &ndash; must face her destiny and lead her people into the utopia of Atlas. The city's ruthless government isn't going to welcome them with open arms, but Kuniko won't give up until the gates of Atlas are kicked open for good &ndash; even if it means discovering that the promised land she dreamed of is built upon a foundation of twisted secrets and lies. <br><br>
(Source: FUNimation) ",24,"{'year': 2009, 'month': 4, 'day': 6}","{'year': 2009, 'month': 9, 'day': 14}",23,9238,OTHER,SPRING,2009,48,64,False,"Action, Drama, Sci-Fi"
5223,Robotan,Robotan,"Household robot Robotan, made by a nerdy school boy named Kan-chan, lives with an everyday Japanese family as a domestic servant and friend to the children.",33,"{'year': 1986, 'month': 1, 'day': 6}","{'year': 1986, 'month': 9, 'day': 20}",20,199,ORIGINAL,WINTER,1986,1,49,False,"Comedy, Sci-Fi"
5225,Lupin III: Pilot Film,,"Two years after the birth of the manga a pilot film was realized. It was a brief film of only 15 minutes that had the purpose of assay the response to a possible future anime realization of Lupin III. The pilot opens with a challenge call from Lupin to Zenigata from a public phone.<br><br>
A remastered version was realised in 1978, re-photographed in cinemascope and re-dubbed for being screened in cinema before the 1st movie The Secret of Mamo.<br><br>",1,"{'year': 1969, 'month': None, 'day': None}","{'year': 1969, 'month': None, 'day': None}",15,3020,MANGA,,,6,61,False,Action
5226,Souten Kouro,Beyond the Heavens,"Souten Kouro's story is based loosely on the events taking place in Three Kingdoms period of China during the life of the last Chancellor of the Eastern Han Dynasty, Cao Cao (155 &ndash; March 15, 220), who also serves as the main character.<br><br>
The Three Kingdoms period has been a popular theme in Japanese manga for decades, but Souten Kouro differs greatly from most of the others on several points. One significant difference is its highly positive portrayal of its main character, Cao Cao, who is traditionally the antagonist in not only Japanese manga, but also most novel versions of the Three Kingdoms period, including the original 14th century version, Romance of the Three Kingdoms by Luo Guanzhong. Another significant difference from others is that the storyline primarily uses the original historical account of the era, Records of Three Kingdoms by Chen Shou, as a reference rather than the aforementioned Romance of the Three Kingdoms novel. By this, the traditional hero of Romance of the Three Kingdoms, Liu Bei, takes on relatively less importance within the story and is portrayed in a less positive light. Yet, several aspects of the story are in fact based on the novel version, including the employment of its original characters such as Diao Chan, as well as anachronistic weapons such as Guan Yu's Green Dragon Crescent Blade and Zhang Fei's Viper Blade.<br><br>
A consistent theme throughout the story is Cao Cao's perpetual desire to break China and its people away from its old systems and ways of thinking and initiate a focus on pragmatism over empty ideals. This often puts him at odds with the prevalent customs and notions of Confucianism and those that support them.<br><br>
(Source: Wikipedia)",26,"{'year': 2009, 'month': 4, 'day': 8}","{'year': 2009, 'month': 9, 'day': 30}",23,3235,MANGA,SPRING,2009,22,65,False,"Action, Adventure"
